cust_id,총구매액,구매건수,평균구매액,최대구매액,구매상품종류1,내점일수,구매주기,봄-구매비율,여름-구매비율,가을-구매비율,겨울-구매비율,환불금액,환불건수,내점당구매액,내점당구매건수,주구매상품,주구매지점,구매 추세 기울기,화장품구매주기,식료품구매액비율,평균식료품구매액분위,고가상품구매율,베스트셀러구매비율,환불비율,스타킹구매건수,고객등급,평일방문비율,평균대비구매비중,주환불상품,남성포함상품구매건수,여성키워드상품구매건수,다양한 매장 방문,가격선호도,라이프 스타일(평균),라이프 스타일(건수),주구매 요일,선호방문계절,선호방문월,행사상품구매수,저가상품구매율,요일 간 구매건수 편차,충동지수,남성용품구매건수,여성용품구매건수,하루 최고 구매 건수,만족도 떨어지는 제품 총 구입금액,만족도 떨어지는 제품 총 구매건수,가성비 제품 총 구입금액,휴면일수,취미용품 구매비율,아동용품 구매건수,명절식품비용,발렌타인,화이트,단독상품군구매율,구매액표준편차,중복구매배수,의류_거래율(의류+식품+생활잡화),패션_대비_남성상품_거래율,패션_대비_여성상품_거래율,전체방문_중_환불방문(표준화),월_재방문율,시즌 마감 방문비율,상반기 구매비율,구매 추세,주구매지점재방문률,내점시마다 구매액의 일관성
53,4225000,1,4225000,4225000,1,1,0,0,0,0,1,,,4225000,1,화장품,본  점,-0.04,0,0,,1,1,0,,신규고객,1,2.919377747,,,1,1,3,화장품,화장품,금,fall,1,,0,1,1,0,0,1,,0,4225000,360,0,0,0,0,0,1,,1,0,0,1,-0.485358794,0,0,1,-1,0,0
54,157292300,352,446853,37113600,101,96,3,0.261363636,0.232954545,0.289772727,0.215909091,8989500,8,1638461.458,3.666666667,농산물,청량리점,0.43,,0.122305097,3,0.08,0.605113636,0.022727273,1,vip고객,0.698863636,108.6853587,시티웨어,,1,4,1,가전,식품,금,fall,7,8,0.66,0.15625,0.010416667,4,13,17,6060600,2,65241850,0,0.011627907,6,268000,0,0,0.019886364,2573576.999,3.485148515,0.135245902,0.162162162,0.243243243,0.312322512,1,1.135416667,0.409090909,0.181818182,83.52,2.28568E+13
55,125864310,67,1878572,54000000,31,23,15,0.164179104,0.402985075,0.149253731,0.28358209,,,5472361.304,2.913043478,가공식품,안양점,-0.01,51,0.018069618,3,0.27,0.47761194,0,,3등급고객,0.71641791,86.969341,,5,6,1,2,남성의류,식품,금,fall,8,3,0.48,0.313432836,0.043478261,8,4,8,31025000,4,108824110,7,0.044776119,2,0,0,0,0.074626866,7248175.557,2.161290323,0.205128205,0.333333333,0.333333333,-0.485358794,0.636363636,0.956521739,0.462686567,0.074626866,98.51,1.45889E+14
56,133636010,83,1610072,16000000,28,19,16,0.289156627,0.289156627,0.21686747,0.204819277,,,7033474.211,4.368421053,기타,본  점,0.04,30,0.076948496,5,0.3,0.554216867,0,,2.5등급고객,0.831325301,92.33940681,,,12,1,2,화장품,식품,월,fall,7,,0.34,0.385542169,0.052631579,4,1,8,,0,91296610,3,0.012048193,0,0,0,0,0.084337349,3420541.56,2.964285714,0.073170732,0.2,0.55,-0.485358794,0.727272727,1.315789474,0.469879518,0.060240964,98.8,3.18402E+13
57,438046180,50,8760924,48489000,11,38,8,0.3,0.32,0.32,0.06,28371000,2,11527531.05,1.315789474,시티웨어,잠실점,0.31,,0.00042653,4,0.82,0.76,0.04,,2등급고객,0.56,302.6798272,시티웨어,,,1,4,의류,의류,토,fall,7,,0.08,0.24,0.026315789,0,3,3,6528600,2,427304380,3,0.041666667,5,0,0,0,0.06,11735392.21,4.545454545,0.975,0.043478261,0.130434783,0.090411171,0.909090909,0.421052632,0.34,0.32,98,1.80631E+14
58,2023500,8,252938,329000,2,7,38,0.25,0.125,0.25,0.375,,,289071.4286,1.142857143,가공식품,본  점,-0.09,,0.999382258,5,0,0.875,0,,수면고객,1,1.398191922,,,,1,1,식품,식품,화,fall,2,,0.12,0.75,0.142857143,0,0,2,,0,2023500,87,0,0,0,0,0,0.125,108619.4002,4,0,0,0,-0.485358794,0.272727273,0.142857143,0.625,-0.25,87.5,1441012755
59,99215700,73,1359119,34000000,34,17,19,0.260273973,0.150684932,0.191780822,0.397260274,64691600,7,5836217.647,4.294117647,가공식품,잠실점,0.15,,0.011721935,2,0.34,0.273972603,0.095890411,,3등급고객,0.643835616,68.5557649,시티캐주얼,10,2,1,2,가전,남성의류,토,fall,5,,0.49,0.219178082,0.058823529,18,1,9,,0,32735500,21,0.090909091,1,0,0,0,0.068493151,7244051.052,2.147058824,0.428571429,0.542857143,0.057142857,3.375686855,0.454545455,0.294117647,0.479452055,0.04109589,98.63,1.68491E+14
60,3151200,5,630240,2544000,4,2,85,0,0.8,0,0.2,,,1575600,2.5,차/커피,잠실점,0.05,,0.1926885,4,0.2,0.8,0,,수면고객,1,2.177406664,,,1,1,2,생활용품,식품,수,summer,7,1,0.2,0.8,0.5,1,0,4,,0,3151200,3,0,0,0,0,0,0.6,1077576.303,1.25,0,0,0,-0.485358794,0,0.5,0,1,80,9.37799E+11
61,1062500,2,531250,2125000,1,2,1,1,0,0,0,1062500,1,531250,1,섬유잡화,영등포점,-0.03,,0,,1,0,0.5,,신규고객,0.5,0.734163043,넥타이(특정),,,1,2,의류,의류,수,spring,4,,0.5,0.5,0.5,2,0,1,,0,,257,0,0,0,0,0,0,2253902.865,2,1,1,0,4.984455876,0,0,1,-1,50,2.54004E+12
62,2178000,1,2178000,2178000,1,1,0,0,0,0,1,,,2178000,1,명품,본  점,-0.04,,0,,1,0,0,,신규고객,1,1.504947866,,,,1,3,명품,명품,수,fall,1,,0,1,1,1,0,1,,0,,334,0,0,0,0,0,1,,1,0,0,0,-0.485358794,0,1,1,-1,0,0
63,391890,7,55984,187000,5,1,0,1,0,0,0,,,391890,7,농산물,본  점,-0.07,,0.996810329,2,0,0.857142857,0,,2.5등급고객,1,0.270786969,,,,1,1,식품,식품,화,spring,5,,0.71,1,1,0,0,7,,0,391890,216,0,0,0,0,0,0.428571429,70064.26499,1.4,0,0,0,-0.485358794,0,7,1,-1,85.71,0
64,16728810,47,355932,2875000,22,12,26,0.276595745,0.446808511,0.106382979,0.170212766,,,1394067.5,3.916666667,농산물,분당점,-0.14,85,0.334332807,4,0.09,0.531914894,0,,3등급고객,0.723404255,11.55922264,,1,3,1,1,화장품,식품,목,summer,8,4,0.47,0.319148936,0.083333333,2,2,13,,0,13522610,22,0.042553191,4,0,0,0,0.14893617,644744.7078,2.136363636,0.068965517,0.333333333,0.5,-0.485358794,0.363636364,0.833333333,0.404255319,0.191489362,97.87,1.78098E+12
65,125714630,174,722498,14335000,72,28,12,0.126436782,0.327586207,0.367816092,0.17816092,4013000,3,4489808.214,6.214285714,기타,관악점,1.97,90,0.072547483,3,0.16,0.620689655,0.017241379,,1등급고객,0.143678161,86.86591557,시티웨어,7,4,1,2,남성의류,식품,토,fall,7,12,0.43,0.747126437,0.035714286,7,2,22,644000,2,55496630,2,0.046783626,15,0,0,0,0.034482759,1860507.609,2.416666667,0.216216216,0.243243243,0.081081081,0.68674435,1,1.785714286,0.212643678,0.574712644,99.43,1.96604E+13
66,139274290,56,2487041,21420000,34,17,18,0.5,0.071428571,0.303571429,0.125,,,8192605.294,3.294117647,기타,부산본점,-0.01,81,0.055427244,5,0.36,0.446428571,0,,3등급고객,0.392857143,96.2353285,,3,8,3,3,예체능,식품,일,spring,5,1,0.46,0.571428571,0.058823529,6,4,12,,0,68865370,8,0.035714286,4,2030000,0,0,0.160714286,4376196.307,1.647058824,0.185185185,0.352941176,0.411764706,-0.485358794,0.545454545,0.352941176,0.571428571,-0.142857143,69.64,7.12205E+13
67,1062000,1,1062000,1062000,1,1,0,0,1,0,0,,,1062000,1,화장품,본  점,0.01,0,0,,0,1,0,,신규고객,0,0.733817554,,,1,1,2,화장품,화장품,일,summer,8,,0,1,1,0,1,1,,0,,127,0,0,0,0,0,1,,1,0,0,1,-0.485358794,0,1,0,1,0,0
68,611347440,76,8044045,54427200,31,29,11,0.394736842,0.223684211,0.302631579,0.078947368,,,21080946.21,2.620689655,화장품,대전점,0.06,19,0.001869117,4,0.67,0.355263158,0,,1등급고객,0.697368421,422.4270087,,2,19,1,4,예체능,화장품,화,spring,4,,0.13,0.276315789,0.034482759,15,8,9,43991600,6,478550440,10,0.171052632,6,0,0,0,0.065789474,10671163.46,2.451612903,0.476190476,0.348837209,0.534883721,-0.485358794,0.818181818,0.344827586,0.513157895,-0.026315789,98.68,4.34046E+14
69,1416950,3,472317,1026000,2,2,61,0,0.333333333,0.666666667,0,,,708475,1.5,가공식품,일산점,0.07,,1,5,0,1,0,,수면고객,1,0.979079834,,,,1,1,식품,식품,화,fall,11,1,0.33,0.666666667,0.5,0,0,2,,0,1416950,55,0,0,0,0,0,0.333333333,496429.8549,1.5,0,0,0,-0.485358794,0,0,0,1,66.67,4.11554E+11
70,142850,1,142850,142850,1,1,0,0,1,0,0,,,142850,1,육류,청량리점,0.01,,1,4,0,1,0,,신규고객,1,0.098706062,,,,1,1,식품,식품,월,summer,8,,0,1,1,0,0,1,,0,142850,140,0,0,0,0,0,1,,1,0,0,0,-0.485358794,0,0,0,1,0,0
71,70633210,103,685759,13970000,54,33,10,0.126213592,0.252427184,0.32038835,0.300970874,23530000,9,2140400.303,3.121212121,기타,본  점,0.56,18,0.089237202,4,0.16,0.533980583,0.087378641,,1등급고객,0.844660194,48.80592224,상품군미지정,,7,3,2,화장품,식품,화,fall,10,5,0.5,0.184466019,0.03030303,2,9,10,16041000,6,59602100,20,0.021276596,2,105930,0,0,0.048543689,2581439.487,1.907407407,0.305555556,0.09375,0.1875,1.503664722,0.818181818,0.515151515,0.359223301,0.281553398,51.46,1.99373E+13
72,6194090,20,309704,1656000,10,6,49,0.05,0,0.9,0.05,,,1032348.333,3.333333333,농산물,부평점,0.36,,0.983718351,5,0,0.7,0,,수면고객,1,4.279973611,,,,1,1,식품,식품,수,fall,9,,0.5,0.55,0.166666667,0,0,6,,0,6194090,45,0,0,0,0,0,0.1,529125.5128,2,0,0,0,-0.485358794,0,0.166666667,0.1,0.8,95,3.94326E+11
73,169350,7,24193,72000,4,1,0,0,1,0,0,,,169350,7,가공식품,안양점,-0.02,,0.989075878,1,0,0.714285714,0,,2.5등급고객,1,0.117016952,,,,1,1,식품,식품,화,summer,6,,1,1,1,0,0,7,,0,94350,188,0,0,0,0,0,0.142857143,26811.95984,1.75,0,0,0,-0.485358794,0,7,1,-1,85.71,0
74,31871970,33,965817,10750000,15,18,19,0.272727273,0.333333333,0.303030303,0.090909091,12581000,8,1770665,1.833333333,농산물,부산본점,0.22,80,0.1633087,5,0.24,0.696969697,0.242424242,,3등급고객,0.787878788,22.02279763,수입주방,,8,2,2,화장품,식품,목,fall,11,2,0.45,0.121212121,0.055555556,0,4,3,0,2,29644500,3,0,0,0,0,0,0.03030303,3118733.867,2.2,0.333333333,0,0.5,3.768941505,0.636363636,0.722222222,0.424242424,0.151515152,90.91,1.58278E+13
75,2727500,3,909167,2280000,3,2,78,0,0.666666667,0,0.333333333,,,1363750,1.5,구두,부평점,-0.05,,0.164069661,4,0.33,0.666666667,0,,수면고객,1,1.884639717,,,,1,2,의류,식품,금,summer,6,,0.33,0.666666667,0.5,0,1,2,,0,,199,0,1,0,0,0,1,1206711.268,1,0,0,1,-0.485358794,0,0,1,-1,66.67,8.53314E+11
76,14219880,37,384321,2415000,12,12,20,0.486486486,0.351351351,0.162162162,0,,,1184990,3.083333333,젓갈/반찬,본  점,-0.11,30,0.28187017,5,0.16,0.378378378,0,,3등급고객,0.621621622,9.82560976,,,7,1,1,화장품,식품,금,spring,5,,0.43,0.513513514,0.083333333,0,1,9,,0,13379880,52,0,0,0,0,0,0.108108108,617987.8657,3.083333333,0.291666667,0,0.857142857,-0.485358794,0.545454545,0.75,0.594594595,-0.189189189,97.3,1.56048E+12
77,8892400,4,2223100,3845600,3,1,0,0,0,0,1,,,8892400,4,시티웨어,잠실점,-0.13,,0,,0.25,0.5,0,,신규고객,0,6.14444371,,,,1,3,명품,의류,일,fall,2,,0,1,1,1,1,4,4020400,2,5652400,323,0,0,0,0,0,0.5,1654440.888,1.333333333,1,0.25,0,-0.485358794,0,0,1,-1,75,0
78,27071500,10,2707150,12712000,7,4,9,0,1,0,0,3220000,1,6767875,2.5,명품,본  점,-0.01,,0,,0.3,0,0.1,,3등급고객,0.6,18.70578335,엘리든특정,,2,2,3,명품,명품,토,summer,6,,0.3,0.4,0.25,0,2,3,,0,2983500,163,0,2,0,0,0,0,4544433.678,1.428571429,1,0,0.333333333,2.249548541,0.090909091,1,0.7,-0.4,60,1.0746E+14
79,8257780,31,266380,4370000,14,8,27,0.64516129,0.290322581,0,0.064516129,,,1032222.5,3.875,기타,본  점,-0.34,,0.45969619,4,0.1,0.612903226,0,,3등급고객,0.032258065,5.705935898,,,,1,1,명품,식품,일,spring,4,,0.48,0.774193548,0.125,1,1,7,4370000,1,8035280,134,0,0,0,0,0,0.064516129,776007.751,2.214285714,0,0,0,-0.485358794,0.454545455,0.875,0.741935484,-0.483870968,96.77,1.71654E+12
80,251917560,91,2768325,20250000,49,38,9,0.230769231,0.065934066,0.549450549,0.153846154,9406000,2,6629409.474,2.394736842,가공식품,일산점,0.81,58,0.005236872,1,0.54,0.32967033,0.021978022,1,1등급고객,0.736263736,174.0692352,N/B골프의류,,11,3,3,의류,의류,화,fall,9,2,0.3,0.340659341,0.026315789,5,10,9,,0,71508060,10,0.04494382,2,25000,0,0,0.098901099,4830659.165,1.857142857,0.584615385,0.304347826,0.652173913,-0.197473811,0.818181818,1,0.340659341,0.318681319,51.65,5.37677E+13
81,20532000,9,2281333,8428000,5,5,25,0.666666667,0,0,0.333333333,,,4106400,1.8,구두,잠실점,-0.21,46,0,,0.78,0.222222222,0,,수면고객,0.333333333,14.18713938,,,2,1,3,화장품,기타,일,spring,4,,0,0.444444444,0.2,0,1,3,7436000,4,17852000,232,0,4,0,0,0,0.111111111,2676744.011,1.8,1,0,1,-0.485358794,0.090909091,0.4,1,-1,88.89,6.39171E+12
82,58591230,27,2170046,21168000,24,12,16,0.222222222,0.37037037,0.407407407,0,,,4882602.5,2.25,캐주얼,본  점,0.18,50,0.017962245,5,0.56,0.259259259,0,1,3등급고객,0,40.48519125,,4,6,1,3,의류,의류,일,fall,9,,0.04,0.851851852,0.083333333,0,3,4,,0,6427930,57,0,2,1029930,0,0,0.259259259,4083643.196,1.125,0.8125,0.466666667,0.466666667,-0.485358794,0.454545455,0.5,0.333333333,0.333333333,96.3,4.69597E+13
83,3322720,15,221515,1104000,9,5,40,0.266666667,0.466666667,0,0.266666667,,,664544,3,농산물,분당점,-0.25,,0.276375981,3,0.07,0.666666667,0,,수면고객,0.266666667,2.295923036,,,1,1,1,여성의류,식품,토,summer,6,1,0.53,0.733333333,0.2,0,1,5,,0,1055720,142,0,0,0,0,0,0.4,325390.5661,1.666666667,0.083333333,0,1,-0.485358794,0,0.6,0.866666667,-0.733333333,93.33,4.25528E+11
84,279508490,53,5273745,117760000,35,21,15,0.094339623,0.509433962,0.245283019,0.150943396,117760000,1,13309928.1,2.523809524,골프,분당점,0.3,52,0.003844034,2,0.53,0.396226415,0.018867925,,3등급고객,0.943396226,193.1339327,국산A/V,3,4,2,4,명품,식품,월,summer,8,2,0.28,0.320754717,0.047619048,8,5,13,53289000,6,255257550,20,0.153846154,3,0,0,0,0.056603774,24450059.49,1.514285714,0.409090909,0.391304348,0.347826087,0.035575937,0.818181818,0.476190476,0.358490566,0.283018868,84.91,1.49451E+15
85,751611990,552,1361616,32620000,154,176,2,0.204710145,0.239130435,0.208333333,0.347826087,41438600,24,4270522.67,3.136363636,아동,대전점,0.16,56,0.030618085,3,0.34,0.367753623,0.043478261,,vip고객,0.657608696,519.3465841,상품군미지정,6,20,1,2,아동용품,식품,금,fall,12,23,0.42,0.117753623,0.005681818,11,20,16,,0,476327430,1,0.026515152,160,1039000,0,0,0.005434783,3295024.815,3.584415584,0.178988327,0.357142857,0.428571429,0.32268201,1,1.204545455,0.489130435,0.02173913,99.82,3.54691E+13
86,234389170,140,1674208,29760000,59,51,6,0.264285714,0.4,0.121428571,0.214285714,7528400,3,4595866.078,2.745098039,화장품,강남점,-0.17,15,0.030256645,3,0.31,0.592857143,0.021428571,,1등급고객,0.542857143,161.9575212,선글라스(특정),2,29,4,2,가전,식품,일,summer,6,4,0.39,0.314285714,0.019607843,3,3,12,8288000,3,149622390,9,0.01459854,1,0,0,0,0.05,3701348.427,2.372881356,0.103896104,0.135135135,0.783783784,0.158148814,1,0.803921569,0.542857143,-0.085714286,72.86,3.82687E+13
87,96643910,83,1164384,17688000,42,24,13,0.228915663,0.337349398,0.180722892,0.253012048,4274000,2,4026829.583,3.458333333,기타,본  점,0.19,47,0.046380367,4,0.34,0.469879518,0.024096386,2,1등급고객,0.710843373,66.77871721,디자이너캐릭터,,10,3,2,명품,식품,토,fall,7,4,0.35,0.168674699,0.041666667,4,12,8,5236000,3,49984410,12,0.037037037,1,0,0,0,0.096385542,2827897.073,1.976190476,0.139534884,0.222222222,0.611111111,0.426276984,1,0.958333333,0.445783133,0.108433735,93.98,3.51848E+13
88,379640600,29,13091055,80000000,16,12,25,0.172413793,0.275862069,0.24137931,0.310344828,,,31636716.67,2.416666667,시티웨어,미아점,-0.28,,0.003029181,5,0.69,0.448275862,0,,3등급고객,0.551724138,262.3229158,,,,2,5,여성의류,의류,일,fall,1,,0.07,0.344827586,0.083333333,0,5,8,158445000,8,274609600,52,0,0,0,0,0,0.103448276,19475514.09,1.8125,0.916666667,0.071428571,0.071428571,-0.485358794,0.363636364,0.166666667,0.75862069,-0.517241379,72.41,1.10496E+15
89,6072000,1,6072000,6072000,1,1,0,1,0,0,0,,,6072000,1,디자이너,잠실점,-0.02,,0,,1,1,0,,신규고객,1,4.195612232,,,,1,4,명품,명품,목,spring,3,,0,1,1,0,1,1,6072000,1,6072000,284,0,0,0,0,0,1,,1,0,0,0,-0.485358794,0,1,1,-1,0,0
90,1805890,28,64496,299000,20,5,62,0.035714286,0,0.071428571,0.892857143,,,361178,5.6,가공식품,잠실점,-0.85,,0.98622286,2,0,0.75,0,,이탈위험고객,0.142857143,1.247828421,,,,3,1,식품,식품,토,fall,1,2,0.68,0.857142857,0.2,0,0,24,,0,1163190,25,0,0,0,0,0,0.035714286,78978.59702,1.4,0,0,0,-0.485358794,0.090909091,5.2,0.892857143,-0.785714286,82.14,2.09553E+11
91,2634000,2,1317000,2574000,2,2,36,0,0.5,0.5,0,,,1317000,1,액세서리,부평점,0.03,,0,,0.5,0.5,0,,수면고객,0.5,1.820033369,,,,1,2,의류,명품,목,summer,10,,0.5,0.5,0.5,0,0,1,,0,2574000,78,0,0,0,0,0,1,1777666.448,1,1,0.5,0,-0.485358794,0,0,0,1,50,1.58005E+12
92,5420000,6,903333,4840000,3,2,7,0,0,0,1,4838400,1,2710000,3,피혁잡화,본  점,-0.23,,0,,0.33,0,0.166666667,,3등급고객,1,3.74509524,일반핸드백,,,1,2,의류,여성의류,수,fall,1,1,0.17,1,0.5,0,2,5,,0,,334,0,0,0,0,0,0.333333333,3618457.198,2,1,0,1,4.984455876,0,2.5,1,-1,83.33,4.53009E+12
93,341823670,222,1539746,42960000,84,81,4,0.171171171,0.18018018,0.387387387,0.261261261,57549800,10,4220045.309,2.740740741,농산물,동래점,1.55,34,0.02063248,2,0.32,0.531531532,0.045045045,1,vip고객,0.783783784,236.1922877,상품군미지정,2,13,2,2,가전,식품,화,fall,9,5,0.54,0.256756757,0.012345679,3,12,13,27112000,10,167924130,1,0.023584906,16,3564430,0,0,0.013513514,5298484.034,2.642857143,0.153846154,0.179487179,0.461538462,0.460041273,1,0.962962963,0.337837838,0.324324324,99.1,9.13627E+13
94,140718960,65,2164907,15686000,36,21,15,0.061538462,0.215384615,0.353846154,0.369230769,,,6700902.857,3.095238095,화장품,본  점,0.46,25,0.109330541,5,0.38,0.538461538,0,2,3등급고객,0.461538462,97.23356222,,1,14,1,3,명품,식품,일,fall,9,1,0.29,0.4,0.047619048,2,10,8,15686000,1,86911960,3,0.030769231,1,12876200,0,0,0.169230769,3440103.519,1.805555556,0.257142857,0.095238095,0.80952381,-0.485358794,0.636363636,1.523809524,0.4,0.2,98.46,2.67704E+13
95,8960000,4,2240000,8601600,2,3,2,0,1,0,0,2975000,1,2986666.667,1.333333333,시티웨어,부산본점,0.01,,0,,1,0.75,0.25,,신규고객,1,6.191153754,시니어,,,1,3,의류,의류,월,summer,7,,0.25,0.5,0.333333333,0,0,2,8960000,2,8960000,160,0,0,0,0,0,0.25,4890358.648,2,1,0,0,3.161184319,0,0.333333333,0,1,75,2.37408E+13
96,3940150,6,656692,3250000,5,2,79,0.166666667,0.833333333,0,0,,,1970075,3,기타,관악점,0.03,0,0.167480933,4,0.17,0.5,0,,수면고객,1,2.722552954,,,1,2,2,화장품,식품,수,summer,8,,0.5,0.833333333,0.5,0,0,5,,0,3940150,138,0,0,0,0,0,0.666666667,1282157.206,1.2,0,0,1,-0.485358794,0,0,0.166666667,0.666666667,66.67,1.63821E+12
97,483229330,167,2893589,22750000,60,43,8,0.239520958,0.293413174,0.137724551,0.329341317,,,11237891.4,3.88372093,시티웨어,영등포점,-0.77,31,0.024161675,5,0.4,0.592814371,0,,1등급고객,0.562874251,333.9003438,,3,11,1,3,남성의류,의류,토,fall,7,14,0.23,0.179640719,0.023255814,8,8,15,21433000,15,402194260,18,0.071856287,4,88200,0,0,0.023952096,4706938.219,2.783333333,0.528846154,0.16,0.226666667,-0.485358794,1,0.465116279,0.508982036,-0.017964072,99.4,1.25513E+14
98,5430250,5,1086050,4387500,4,2,58,0,0.4,0,0.6,,,2715125,2.5,기타,본  점,-0.1,,0.006077068,1,0.4,0.2,0,,수면고객,1,3.752177754,,,1,1,2,의류,기타,월,fall,2,,0.4,0.6,0.5,0,0,3,4563000,2,5430250,192,0,1,0,0,0,0.6,1876060.57,1.25,0,0,1,-0.485358794,0,2.5,1,-1,80,3.41464E+12
99,109816000,17,6459765,77040000,11,12,10,0,0.764705882,0.235294118,0,3080000,1,9151333.333,1.416666667,피혁잡화,본  점,0.09,0,0,,0.24,0.176470588,0.058823529,1,3등급고객,0.529411765,75.8803282,일반핸드백,,2,2,4,화장품,여성의류,일,summer,7,,0.18,0.294117647,0.083333333,0,9,3,,0,17099000,64,0,0,0,0,0,0.294117647,18619666.66,1.545454545,0.875,0,0.636363636,0.426276984,0.363636364,0.666666667,0.352941176,0.294117647,88.24,4.39313E+14
100,55995890,24,2333162,34970000,14,9,37,0.208333333,0.291666667,0,0.5,735000,1,6221765.556,2.666666667,기타,본  점,0.17,0,0.01474894,5,0.38,0.166666667,0.041666667,1,이탈위험고객,0.958333333,38.69187105,란제리,,4,1,3,가전,기타,금,fall,12,,0.29,0.333333333,0.111111111,1,4,4,,0,11927890,13,0.043478261,0,0,0,0,0.25,7072072.684,1.714285714,0.384615385,0.142857143,0.571428571,0.730155577,0.181818182,0,0.5,0,95.83,1.08953E+14
101,9940000,4,2485000,3860000,3,2,29,0.25,0,0,0.75,,,4970000,2,섬유잡화,분당점,-0.14,,0,,0.5,0,0,,수면고객,1,6.868311196,,,,1,3,의류,의류,수,fall,1,,0,0.75,0.5,1,2,3,,0,2240000,297,0,0,0,0,0,0.25,1786668.065,1.333333333,1,0.333333333,0,-0.485358794,0,0,1,-1,75,1.2321E+12
102,156000,2,78000,143000,1,1,0,0,0,0,1,,,156000,2,가공식품,본  점,-0.08,,1,2,0,1,0,,신규고객,0,0.107792409,,,,1,1,식품,식품,토,fall,1,1,0.5,1,1,0,0,2,,0,156000,352,0,0,0,0,0,1,91923.88155,2,0,0,0,-0.485358794,0,0,1,-1,50,0
103,83750,8,10469,24000,1,2,1,1,0,0,0,,,41875,4,가공식품,영등포점,-0.14,,0.8,1,0,0.75,0,,2.5등급고객,1,0.057869322,,,,1,1,식품,식품,월,spring,4,,1,0.5,0.5,0,0,4,,0,,252,0,0,0,0,0,0,6427.393245,8,0,0,0,-0.485358794,0,2,1,-1,87.5,328515625
104,81684500,8,10210562,20700000,7,4,27,0.375,0,0,0.625,,,20421125,2,섬유잡화,본  점,-0.21,0,0,,1,0.25,0,,수면고객,0.5,56.44210925,,1,1,1,5,명품,의류,토,fall,2,,0,0.5,0.25,1,2,4,,0,22187500,244,0,0,0,0,0,1,8679832.657,1.142857143,1,0.333333333,0.666666667,-0.485358794,0.181818182,1.25,1,-1,87.5,3.68989E+14
105,80790610,47,1718949,28203000,27,10,29,0.170212766,0,0.340425532,0.489361702,,,8079061,4.7,가공식품,일산점,0.05,9,0.05700514,4,0.21,0.680851064,0,,이탈위험고객,0.808510638,55.82445183,,1,3,2,2,남성의류,식품,목,fall,2,2,0.55,0.489361702,0.1,2,1,16,,0,46729310,25,0,0,1132450,0,0,0.085106383,5602855.729,1.740740741,0.114285714,0.2,0.6,-0.485358794,0.272727273,0.8,0.510638298,-0.021276596,85.11,1.44033E+14
106,4104220,40,102606,420000,15,7,17,0,0.925,0.075,0,,,586317.1429,5.714285714,가공식품,본  점,0.18,,0.992349338,3,0,0.9,0,,3등급고객,1,2.835921547,,,,1,1,식품,식품,금,summer,6,5,0.55,0.625,0.142857143,0,0,15,,0,3840120,80,0,0,0,0,0,0.025,108736.0963,2.666666667,0,0,0,-0.485358794,0.181818182,2.142857143,0.45,0.1,97.5,1.59306E+11
107,6284000,5,1256800,2990000,4,4,69,0.2,0,0.6,0.2,,,1571000,1.25,구두,본  점,0.05,,0,,0.6,0.2,0,,수면고객,0.8,4.342099352,,,1,1,2,명품,의류,월,fall,11,,0,0.4,0.25,1,1,2,,0,,31,0.2,2,0,0,0,0.6,1081268.329,1.25,0,0.666666667,0.333333333,-0.485358794,0.090909091,1,0.4,0.2,80,7.30533E+11
108,96289740,83,1160117,12988800,35,27,12,0.168674699,0.13253012,0.445783133,0.253012048,,,3566286.667,3.074074074,일용잡화,포항점,0.19,41,0.016431553,3,0.27,0.638554217,0,,1등급고객,0.518072289,66.53399389,,3,10,1,2,의류,생활용품,금,fall,10,11,0.4,0.361445783,0.037037037,0,17,8,,0,41441900,23,0,3,0,0,0,0.084337349,2258664.455,2.371428571,0.254237288,0.035714286,0.678571429,-0.485358794,1,1,0.469879518,0.060240964,98.8,1.27546E+13
109,316486800,136,2327109,92225000,40,57,6,0.213235294,0.286764706,0.316176471,0.183823529,26732400,5,5552400,2.385964912,기타,잠실점,1.19,96,0.038352784,5,0.36,0.367647059,0.036764706,3,1등급고객,0.830882353,218.6850937,어덜트,2,2,1,3,명품,식품,화,fall,11,2,0.39,0.411764706,0.01754386,4,22,5,104266000,20,155358500,4,0.030534351,1,0,0,1,0.051470588,8898414.427,3.4,0.402597403,0.104166667,0.125,0.474257815,1,0.543859649,0.308823529,0.382352941,99.26,1.78956E+14
